UA,NAME,UA00,UA00NAME,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,UA00POP,UA00HU,UA00AREA,UA00AREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,UA00POPPCT,UA00HUPCT,UA00AREAPCT,UA00AREALANDPCT
99999,"Not in a 2010 urban area",06706,"Bellville, TX",238,104,4819914,4747507,,,,,4163,1853,10649392,10551855,,,,,5.72,5.61,45.26,44.99
99999,"Not in a 2010 urban area",06733,"Beloit, KS",0,0,33117,33117,,,,,3237,1616,3602866,3602866,,,,,0.00,0.00,0.92,0.92
99999,"Not in a 2010 urban area",06760,"Beloit, WI--IL",490,207,5514185,5479108,,,,,58331,24120,72471601,71787096,,,,,0.84,0.86,7.61,7.63
99999,"Not in a 2010 urban area",06787,"Belvidere, NJ--PA",38,20,277628,259208,,,,,3071,1411,4227381,4170897,,,,,1.24,1.42,6.57,6.21
99999,"Not in a 2010 urban area",06814,"Belzoni, MS",255,95,3221396,3221396,,,,,4846,1820,8798828,8798828,,,,,5.26,5.22,36.61,36.61
99999,"Not in a 2010 urban area",06841,"Bemidji, MN",402,224,3012275,3000544,,,,,12431,5369,15294601,15282870,,,,,3.23,4.17,19.70,19.63
99999,"Not in a 2010 urban area",06868,"Bend, OR",547,238,8027743,8027743,,,,,77083,36074,96281257,95719229,,,,,0.71,0.66,8.34,8.39
99999,"Not in a 2010 urban area",06895,"Bennettsville, SC",205,99,2422341,2422341,,,,,10987,4567,19896698,18618130,,,,,1.87,2.17,12.17,13.01
99999,"Not in a 2010 urban area",06922,"Bennington, VT",292,156,2437200,2373356,,,,,12681,5472,19848938,19642039,,,,,2.30,2.85,12.28,12.08
99999,"Not in a 2010 urban area",06949,"Benson, AZ",307,177,2577495,2576404,,,,,4093,2379,8270012,8265807,,,,,7.50,7.44,31.17,31.17
99999,"Not in a 2010 urban area",06976,"Benson, MN",90,54,2476088,2453128,,,,,3251,1624,6665001,6641335,,,,,2.77,3.33,37.15,36.94
99999,"Not in a 2010 urban area",07003,"Benson, NC",65,32,332667,332667,,,,,2821,1408,4787763,4775922,,,,,2.30,2.27,6.95,6.97
99999,"Not in a 2010 urban area",07030,"Benton, IL",218,84,2793288,2773280,,,,,7648,3660,12044828,12003288,,,,,2.85,2.30,23.19,23.10
99999,"Not in a 2010 urban area",07057,"Benton, KY",113,41,608767,607654,,,,,4172,1976,9081499,9058110,,,,,2.71,2.07,6.70,6.71
99999,"Not in a 2010 urban area",07084,"Benton, LA",148,83,2524563,2314219,,,,,5212,2084,13174033,12863330,,,,,2.84,3.98,19.16,17.99
99999,"Not in a 2010 urban area",07111,"Benton City, WA",671,264,7311592,7311592,,,,,4149,1578,11939204,11939204,,,,,16.17,16.73,61.24,61.24
99999,"Not in a 2010 urban area",07138,"Benton Harbor--St. Joseph, MI",1533,837,18716223,18291007,,,,,58769,27321,118032257,117119630,,,,,2.61,3.06,15.86,15.62
99999,"Not in a 2010 urban area",07165,"Berea, KY",466,225,5013479,4991573,,,,,12463,5175,25039750,24944727,,,,,3.74,4.35,20.02,20.01
99999,"Not in a 2010 urban area",07192,"Berlin, NH",250,111,4681769,4658570,,,,,10195,5470,15335791,15290008,,,,,2.45,2.03,30.53,30.47
99999,"Not in a 2010 urban area",07219,"Berlin, WI",331,151,4366384,4342233,,,,,5098,2309,9927016,9888345,,,,,6.49,6.54,43.98,43.91
99999,"Not in a 2010 urban area",07246,"Berne, IN",126,68,3617518,3617518,,,,,4101,1846,8177911,8177013,,,,,3.07,3.68,44.24,44.24
99999,"Not in a 2010 urban area",07273,"Berrien Springs, MI",1655,713,9848814,9811896,,,,,8878,3353,22093596,22018615,,,,,18.64,21.26,44.58,44.56
99999,"Not in a 2010 urban area",07300,"Berryville, AR",6,3,40857,40857,,,,,4458,1842,8967299,8967299,,,,,0.13,0.16,0.46,0.46
99999,"Not in a 2010 urban area",07327,"Berryville, VA",26,9,208216,208216,,,,,3241,1471,3894086,3894086,,,,,0.80,0.61,5.35,5.35
99999,"Not in a 2010 urban area",07354,"Bethany, MO",62,29,491308,484252,,,,,2692,1345,4331849,4323709,,,,,2.30,2.16,11.34,11.20
99999,"Not in a 2010 urban area",07381,"Bethel, AK",5,3,8306,8306,,,,,4426,1740,6286886,6149846,,,,,0.11,0.17,0.13,0.14
99999,"Not in a 2010 urban area",07408,"Bethel, OH",254,100,1171661,1171661,,,,,3341,1431,4713799,4712825,,,,,7.60,6.99,24.86,24.86
99999,"Not in a 2010 urban area",07462,"Beulah, ND",44,20,624978,620240,,,,,2737,1398,3385815,3380534,,,,,1.61,1.43,18.46,18.35
99999,"Not in a 2010 urban area",07489,"Bicknell, IN",231,116,6101980,6101980,,,,,3358,1734,10213477,10213477,,,,,6.88,6.69,59.74,59.74
99999,"Not in a 2010 urban area",07516,"Big Bear Lake, CA",152,358,1299962,1299962,,,,,15285,19845,31647882,31645741,,,,,0.99,1.80,4.11,4.11
99999,"Not in a 2010 urban area",07543,"Big Lake, TX",37,16,71437,71437,,,,,2847,1058,2384305,2384305,,,,,1.30,1.51,3.00,3.00
99999,"Not in a 2010 urban area",07570,"Big Park, AZ",167,104,635241,635241,,,,,5207,3422,7271782,7271782,,,,,3.21,3.04,8.74,8.74
99999,"Not in a 2010 urban area",07597,"Big Pine Key, FL",70,65,674888,674888,,,,,6803,5327,13527590,13466731,,,,,1.03,1.22,4.99,5.01
99999,"Not in a 2010 urban area",07624,"Big Rapids, MI",154,75,1818306,1810659,,,,,11403,4006,13241510,13229293,,,,,1.35,1.87,13.73,13.69
99999,"Not in a 2010 urban area",07651,"Big Spring, TX",956,433,9755917,9665620,,,,,27971,10084,40310155,40209377,,,,,3.42,4.29,24.20,24.04
99999,"Not in a 2010 urban area",07678,"Big Stone Gap, VA",982,442,3325535,3236885,,,,,8547,3517,15658138,15342366,,,,,11.49,12.57,21.24,21.10
99999,"Not in a 2010 urban area",07705,"Billings, MT",640,261,9762192,9725971,,,,,109139,48259,119068280,118757262,,,,,0.59,0.54,8.20,8.19
99999,"Not in a 2010 urban area",07732,"Binghamton, NY--PA",3559,1578,24431862,24380645,,,,,158508,71919,198809855,197976587,,,,,2.25,2.19,12.29,12.31
99999,"Not in a 2010 urban area",07759,"Birch Bay, WA",45,18,1444654,1444654,,,,,7015,5070,24995885,24995885,,,,,0.64,0.36,5.78,5.78
99999,"Not in a 2010 urban area",07786,"Birmingham, AL",5932,2557,67139970,66827280,,,,,645727,295171,1020783568,1014345705,,,,,0.92,0.87,6.58,6.59
99999,"Not in a 2010 urban area",07813,"Bisbee, AZ",69,49,736358,736358,,,,,5286,3242,7951741,7950997,,,,,1.31,1.51,9.26,9.26
99999,"Not in a 2010 urban area",07840,"Bishop, CA",722,369,8971538,8971538,,,,,10592,4951,19649479,19600714,,,,,6.82,7.45,45.66,45.77
99999,"Not in a 2010 urban area",07867,"Bishop, TX",167,85,3511791,3511791,,,,,3279,1339,7037638,7037638,,,,,5.09,6.35,49.90,49.90
99999,"Not in a 2010 urban area",07894,"Bishopville, SC",64,32,617706,617706,,,,,3556,1695,5397386,5397386,,,,,1.80,1.89,11.44,11.44
99999,"Not in a 2010 urban area",07921,"Bismarck, ND",102,47,8311400,8311400,,,,,76226,34845,88100804,88078887,,,,,0.13,0.13,9.43,9.44
99999,"Not in a 2010 urban area",07948,"Blackfoot, ID",183,67,1851950,1851950,,,,,14399,5331,21904493,21904493,,,,,1.27,1.26,8.45,8.45
99999,"Not in a 2010 urban area",07975,"Black River Falls, WI",163,60,3833270,3804979,,,,,5591,2163,15135800,15107509,,,,,2.92,2.77,25.33,25.19
99999,"Not in a 2010 urban area",08002,"Blacksburg, VA",217,97,2348929,2347078,,,,,62751,24669,68483167,68390997,,,,,0.35,0.39,3.43,3.43
99999,"Not in a 2010 urban area",08029,"Blackshear, GA",104,48,384994,384529,,,,,3579,1633,7360601,7342803,,,,,2.91,2.94,5.23,5.24
99999,"Not in a 2010 urban area",08056,"Blackstone, VA",130,67,508165,508165,,,,,3321,1525,4580922,4577226,,,,,3.91,4.39,11.09,11.10
99999,"Not in a 2010 urban area",08083,"Blackwell, OK",139,69,2051837,2051837,,,,,6990,3354,9538769,9538769,,,,,1.99,2.06,21.51,21.51
99999,"Not in a 2010 urban area",08110,"Blaine, WA",39,21,1065006,1065006,,,,,3829,1751,6476274,6476200,,,,,1.02,1.20,16.44,16.44
99999,"Not in a 2010 urban area",08137,"Blair, NE",11,6,262537,262537,,,,,7024,3055,6900514,6900514,,,,,0.16,0.20,3.80,3.80
99999,"Not in a 2010 urban area",08164,"Blairsville, PA",21,13,1905002,1905002,,,,,5544,2726,11750835,11737363,,,,,0.38,0.48,16.21,16.23
99999,"Not in a 2010 urban area",08191,"Blakely, GA",245,122,2022733,2022733,,,,,3656,1484,8290792,8290792,,,,,6.70,8.22,24.40,24.40
99999,"Not in a 2010 urban area",08218,"Blanchester, OH",68,28,337483,332310,,,,,4012,1752,5778862,5555935,,,,,1.69,1.60,5.84,5.98
99999,"Not in a 2010 urban area",08245,"Blanding, UT",35,19,241706,241706,,,,,2930,990,3265882,3265882,,,,,1.19,1.92,7.40,7.40
99999,"Not in a 2010 urban area",08272,"Blissfield, MI",0,0,16525,0,,,,,3056,1355,3832666,3783986,,,,,0.00,0.00,0.43,0.00
99999,"Not in a 2010 urban area",08299,"Bloomer, WI",17,8,291182,291182,,,,,3088,1454,3809777,3795464,,,,,0.55,0.55,7.64,7.67
99999,"Not in a 2010 urban area",08326,"Bloomfield, IN",135,71,5827777,5684063,,,,,2656,1333,8850313,8706599,,,,,5.08,5.33,65.85,65.28
99999,"Not in a 2010 urban area",08353,"Bloomfield, NM",118,58,1603696,1603696,,,,,9313,3514,19012916,19012916,,,,,1.27,1.65,8.43,8.43
99999,"Not in a 2010 urban area",08380,"Bloomington, IN",660,281,6211695,6211695,,,,,105570,44315,111705129,111653372,,,,,0.63,0.63,5.56,5.56
99999,"Not in a 2010 urban area",08407,"Bloomington--Normal, IL",244,103,4918686,4918686,,,,,121880,49917,96449150,96263848,,,,,0.20,0.21,5.10,5.11
99999,"Not in a 2010 urban area",08434,"Bloomsburg--Berwick, PA",544,224,7006575,6749992,,,,,50234,21672,65545331,64841041,,,,,1.08,1.03,10.69,10.41
99999,"Not in a 2010 urban area",08461,"Blountstown, FL",230,138,3984110,3984110,,,,,3135,1367,10388858,10363689,,,,,7.34,10.10,38.35,38.44
99999,"Not in a 2010 urban area",08488,"Blue Earth, MN",44,22,1495752,1392481,,,,,3138,1560,4841388,4711704,,,,,1.40,1.41,30.90,29.55
99999,"Not in a 2010 urban area",08515,"Bluefield, WV--VA",1447,673,18212581,18015432,,,,,38188,18602,87221356,86841605,,,,,3.79,3.62,20.88,20.75
99999,"Not in a 2010 urban area",08542,"Bluffton, IN",212,83,4328490,4159130,,,,,9642,4417,18291475,17952992,,,,,2.20,1.88,23.66,23.17
99999,"Not in a 2010 urban area",08569,"Bluffton, OH",0,0,28026,17865,,,,,4081,1494,3923601,3874936,,,,,0.00,0.00,0.71,0.46
99999,"Not in a 2010 urban area",08596,"Bluffton, SC",42,20,39362,39362,,,,,12757,5001,15594163,15594163,,,,,0.33,0.40,0.25,0.25
99999,"Not in a 2010 urban area",08623,"Blythe, CA--AZ",517,272,5978105,5978105,,,,,12830,5192,18297852,18297852,,,,,4.03,5.24,32.67,32.67
99999,"Not in a 2010 urban area",08650,"Blytheville, AR",630,265,6258443,6258443,,,,,18067,8261,26165479,26091327,,,,,3.49,3.21,23.92,23.99
99999,"Not in a 2010 urban area",08677,"Boardman, OR",131,51,808477,808477,,,,,3292,1049,5443350,5443350,,,,,3.98,4.86,14.85,14.85
99999,"Not in a 2010 urban area",08704,"Boerne, TX",145,85,1428149,1428149,,,,,8166,3448,11342579,11342579,,,,,1.78,2.47,12.59,12.59
99999,"Not in a 2010 urban area",08731,"Bogalusa, LA",222,118,2658827,2647622,,,,,11974,5696,21651465,21563139,,,,,1.85,2.07,12.28,12.28
99999,"Not in a 2010 urban area",08758,"Boiling Springs, NC",40,22,496001,496001,,,,,2874,1177,7461079,7461079,,,,,1.39,1.87,6.65,6.65
99999,"Not in a 2010 urban area",08785,"Boise City, ID",686,270,4932167,4896534,,,,,301425,130748,282964256,279580920,,,,,0.23,0.21,1.74,1.75
99999,"Not in a 2010 urban area",08812,"Bolivar, MO",436,158,1285577,1284376,,,,,9479,4061,12343339,12322103,,,,,4.60,3.89,10.42,10.42
99999,"Not in a 2010 urban area",08839,"Bolivar, OH",8,3,98700,98700,,,,,3578,1533,8055385,8019193,,,,,0.22,0.20,1.23,1.23
99999,"Not in a 2010 urban area",08866,"Bolivar, TN",219,146,2952209,2929968,,,,,5468,2290,14126694,14104453,,,,,4.01,6.38,20.90,20.77
99999,"Not in a 2010 urban area",08893,"Bonadelle Ranchos-Madera Ranchos, CA",42,15,381009,381009,,,,,7165,2441,19661821,19661821,,,,,0.59,0.61,1.94,1.94
99999,"Not in a 2010 urban area",08920,"Bonham, TX",23,12,7212420,7212420,,,,,9675,3205,17450207,17450207,,,,,0.24,0.37,41.33,41.33
99999,"Not in a 2010 urban area",08947,"Bonifay, FL",160,99,1152021,1098780,,,,,2423,1090,5904593,5840619,,,,,6.60,9.08,19.51,18.81
99999,"Not in a 2010 urban area",08974,"Bonita Springs--Naples, FL",480,376,7446985,6620958,,,,,267645,171409,393406551,372086128,,,,,0.18,0.22,1.89,1.78
99999,"Not in a 2010 urban area",09001,"Bonners Ferry, ID",0,0,11965,11965,,,,,2493,1232,4480112,4480112,,,,,0.00,0.00,0.27,0.27
99999,"Not in a 2010 urban area",09028,"Boone, IA",4,3,26930,26930,,,,,11813,5588,19079985,19079985,,,,,0.03,0.05,0.14,0.14
99999,"Not in a 2010 urban area",09055,"Boone, NC",697,448,6214748,6200642,,,,,20619,8008,30099778,30005084,,,,,3.38,5.59,20.65,20.67
99999,"Not in a 2010 urban area",09082,"Booneville, AR",0,0,1035,1035,,,,,3204,1495,4597036,4597036,,,,,0.00,0.00,0.02,0.02
99999,"Not in a 2010 urban area",09109,"Booneville, MS",110,49,1125574,1098570,,,,,5892,2489,12607160,12557022,,,,,1.87,1.97,8.93,8.75
99999,"Not in a 2010 urban area",09136,"Boonsboro, MD",308,117,927566,927566,,,,,3573,1441,6044423,6044423,,,,,8.62,8.12,15.35,15.35
99999,"Not in a 2010 urban area",09163,"Boonville, IN",44,24,579454,579454,,,,,5976,2754,6734246,6700198,,,,,0.74,0.87,8.60,8.65
99999,"Not in a 2010 urban area",09190,"Boonville, MO",65,40,3000132,2993597,,,,,9027,3676,16752990,16712346,,,,,0.72,1.09,17.91,17.91
99999,"Not in a 2010 urban area",09217,"Borger, TX",0,0,2662154,2617456,,,,,13429,6389,27841268,27785577,,,,,0.00,0.00,9.56,9.42
99999,"Not in a 2010 urban area",09244,"Boscobel, WI",94,35,394418,394418,,,,,3122,1227,3358386,3358386,,,,,3.01,2.85,11.74,11.74
99999,"Not in a 2010 urban area",09271,"Boston, MA--NH--RI",29849,11609,245200962,239410659,,,,,4138544,1706285,4602217221,4475492886,,,,,0.72,0.68,5.33,5.35
99999,"Not in a 2010 urban area",09298,"Boulder, CO",846,334,10605731,10552959,,,,,113619,50868,85536563,84791900,,,,,0.74,0.66,12.40,12.45
99999,"Not in a 2010 urban area",09352,"Bowie, TX",249,124,5227084,5227084,,,,,5241,2503,12660424,12660424,,,,,4.75,4.95,41.29,41.29
99999,"Not in a 2010 urban area",09379,"Bowling Green, KY",288,142,4493062,4450203,,,,,70436,29754,94261514,93976161,,,,,0.41,0.48,4.77,4.74
99999,"Not in a 2010 urban area",09406,"Bowling Green, MO",51,19,1459207,1457609,,,,,3314,1439,5584718,5569614,,,,,1.54,1.32,26.13,26.17
99999,"Not in a 2010 urban area",09433,"Bowling Green, OH",29,23,1799249,1799249,,,,,28863,11868,25229905,24998169,,,,,0.10,0.19,7.13,7.20
99999,"Not in a 2010 urban area",09460,"Box Elder, SD",23,12,2081029,2081029,,,,,6330,2359,15896627,15878563,,,,,0.36,0.51,13.09,13.11
99999,"Not in a 2010 urban area",09487,"Boyne City, MI",256,118,4476903,4365746,,,,,3204,2008,9607838,9480563,,,,,7.99,5.88,46.60,46.05
99999,"Not in a 2010 urban area",09514,"Bozeman, MT",156,66,1274676,1258232,,,,,33970,15679,33928845,33800593,,,,,0.46,0.42,3.76,3.72
99999,"Not in a 2010 urban area",09541,"Bradford, PA--NY",860,415,3981117,3950290,,,,,12660,5653,16444670,16234182,,,,,6.79,7.34,24.21,24.33
99999,"Not in a 2010 urban area",09568,"Brady, TX",92,54,1828955,1805217,,,,,5205,2451,8484074,8440571,,,,,1.77,2.20,21.56,21.39
99999,"Not in a 2010 urban area",09595,"Braidwood--Coal City, IL",97,63,3669287,3437249,,,,,13465,5855,19726826,19494788,,,,,0.72,1.08,18.60,17.63
99999,"Not in a 2010 urban area",09622,"Brainerd, MN",623,281,6697201,6697201,,,,,17080,7748,32008567,29897060,,,,,3.65,3.63,20.92,22.40
99999,"Not in a 2010 urban area",09649,"Brandon, SD",0,0,5109,0,,,,,5760,2129,3880273,3869794,,,,,0.00,0.00,0.13,0.00
99999,"Not in a 2010 urban area",09676,"Branson--Hollister, MO",112,62,3050616,2952145,,,,,15995,10107,40383184,40260148,,,,,0.70,0.61,7.55,7.33
99999,"Not in a 2010 urban area",09703,"Brattleboro, VT",279,92,5456057,4975405,,,,,8455,4326,12286540,11736936,,,,,3.30,2.13,44.41,42.39
99999,"Not in a 2010 urban area",09730,"Brawley, CA",0,0,379632,379632,,,,,24928,8209,14520904,14520904,,,,,0.00,0.00,2.61,2.61
99999,"Not in a 2010 urban area",09757,"Brazil, IN",355,156,3443369,3434198,,,,,9801,4393,14169081,14118948,,,,,3.62,3.55,24.30,24.32
99999,"Not in a 2010 urban area",09784,"Brazoria, TX",130,59,762213,762213,,,,,2895,1201,4301402,4301402,,,,,4.49,4.91,17.72,17.72
99999,"Not in a 2010 urban area",09811,"Breckenridge, CO",263,274,1560276,1560276,,,,,4768,5544,8835150,8835150,,,,,5.52,4.94,17.66,17.66
99999,"Not in a 2010 urban area",09838,"Breckenridge, TX",186,116,3554711,3554711,,,,,5960,2787,13029475,13019657,,,,,3.12,4.16,27.28,27.30
99999,"Not in a 2010 urban area",09865,"Breese, IL",108,41,5648007,5582238,,,,,5374,2254,16353542,16287773,,,,,2.01,1.82,34.54,34.27
99999,"Not in a 2010 urban area",09892,"Bremen, GA",43,19,581676,581676,,,,,5170,2250,10056004,10047288,,,,,0.83,0.84,5.78,5.79
99999,"Not in a 2010 urban area",09919,"Bremen, IN",186,55,1493549,1490613,,,,,4754,1983,6894217,6879639,,,,,3.91,2.77,21.66,21.67
99999,"Not in a 2010 urban area",09946,"Bremerton, WA",2179,937,16496169,16464899,,,,,186373,80378,307401784,304704973,,,,,1.17,1.17,5.37,5.40
99999,"Not in a 2010 urban area",09973,"Brenham, TX",316,141,3886503,3834091,,,,,14602,6080,21058060,20972920,,,,,2.16,2.32,18.46,18.28
99999,"Not in a 2010 urban area",10000,"Brent, AL",216,100,2450445,2421315,,,,,2864,1231,8382430,8338650,,,,,7.54,8.12,29.23,29.04
99999,"Not in a 2010 urban area",10027,"Brevard, NC",633,317,6790115,6790115,,,,,11829,5831,30034647,30034647,,,,,5.35,5.44,22.61,22.61
99999,"Not in a 2010 urban area",10054,"Brewster, OH",167,71,1424687,1393575,,,,,2262,878,4364227,4333115,,,,,7.38,8.09,32.64,32.16
99999,"Not in a 2010 urban area",10081,"Brewton, AL",75,67,1035065,948141,,,,,6661,3190,14742105,14589911,,,,,1.13,2.10,7.02,6.50
99999,"Not in a 2010 urban area",10108,"Bridgeport, AL--TN",144,68,2298816,2298816,,,,,4423,2086,9502457,9502457,,,,,3.26,3.26,24.19,24.19
99999,"Not in a 2010 urban area",10135,"Bridgeport, TX",0,0,62499,62499,,,,,4300,1514,4198213,4198213,,,,,0.00,0.00,1.49,1.49
99999,"Not in a 2010 urban area",10162,"Bridgeport--Stamford, CT--NY",8903,3218,68482984,67305011,,,,,921017,365930,1214768450,1202479574,,,,,0.97,0.88,5.64,5.60
99999,"Not in a 2010 urban area",10189,"Bridgeton, NJ",3146,1180,16801567,16497214,,,,,36685,11269,53338817,52403682,,,,,8.58,10.47,31.50,31.48
99999,"Not in a 2010 urban area",10216,"Brierwood Bay, TX",67,28,339904,339904,,,,,2766,1484,7349756,7349756,,,,,2.42,1.89,4.62,4.62
99999,"Not in a 2010 urban area",10243,"Brigham City, UT",852,296,5720926,5720926,,,,,22069,7780,25234851,25228545,,,,,3.86,3.80,22.67,22.68
99999,"Not in a 2010 urban area",10270,"Brighton, CO",1033,395,17813951,17552969,,,,,33205,11489,40608585,40168149,,,,,3.11,3.44,43.87,43.70
99999,"Not in a 2010 urban area",10297,"Brillion, WI",238,88,4284945,4250559,,,,,3103,1300,7510407,7455211,,,,,7.67,6.77,57.05,57.01
99999,"Not in a 2010 urban area",10324,"Brinkley, AR",592,262,6335309,6317532,,,,,2993,1485,10789709,10751319,,,,,19.78,17.64,58.72,58.76
99999,"Not in a 2010 urban area",10351,"Bristol, TN--Bristol, VA",2774,1381,21952140,20952988,,,,,58612,27724,133666048,132433997,,,,,4.73,4.98,16.42,15.82
99999,"Not in a 2010 urban area",10378,"Bristow, OK",229,104,3749359,3610147,,,,,4236,2055,7609344,7469266,,,,,5.41,5.06,49.27,48.33
99999,"Not in a 2010 urban area",10405,"Broadway, VA",120,66,1896867,1892139,,,,,5710,2514,8886991,8809081,,,,,2.10,2.63,21.34,21.48
99999,"Not in a 2010 urban area",10432,"Brocton, NY",2439,747,5848692,5848692,,,,,2439,747,5848692,5848692,,,,,100.00,100.00,100.00,100.00
99999,"Not in a 2010 urban area",10459,"Brodhead, WI",100,39,4055071,4055071,,,,,3430,1473,7725941,7725941,,,,,2.92,2.65,52.49,52.49
99999,"Not in a 2010 urban area",10486,"Brodheadsville, PA",299,132,2123989,2112594,,,,,14759,6364,48280767,48054754,,,,,2.03,2.07,4.40,4.40
99999,"Not in a 2010 urban area",10513,"Broken Bow, NE",81,37,379344,379344,,,,,3503,1735,4057178,4057178,,,,,2.31,2.13,9.35,9.35
99999,"Not in a 2010 urban area",10540,"Broken Bow, OK",24,12,370624,370624,,,,,3718,1608,6320963,6304553,,,,,0.65,0.75,5.86,5.88
99999,"Not in a 2010 urban area",10567,"Brookfield, MO",29,17,1419687,1416277,,,,,4141,2090,7069154,7055541,,,,,0.70,0.81,20.08,20.07
99999,"Not in a 2010 urban area",10594,"Brookhaven, MS",897,418,9570658,9473328,,,,,11293,4995,29749751,29644232,,,,,7.94,8.37,32.17,31.96
99999,"Not in a 2010 urban area",10621,"Brookings, OR",347,198,3498938,3492135,,,,,10568,5589,18074681,18047464,,,,,3.28,3.54,19.36,19.35
99999,"Not in a 2010 urban area",10648,"Brookings, SD",26,12,323541,323541,,,,,20708,8248,16614469,16614469,,,,,0.13,0.15,1.95,1.95
99999,"Not in a 2010 urban area",10675,"Brooklyn, MI",2108,1285,11202361,8769825,,,,,4608,2645,15230862,12793197,,,,,45.75,48.58,73.55,68.55
99999,"Not in a 2010 urban area",10702,"Brookshire, TX",166,74,1808860,1808860,,,,,3733,1311,5795358,5795358,,,,,4.45,5.64,31.21,31.21
99999,"Not in a 2010 urban area",10729,"Brooksville, FL",1697,1256,11499610,11037491,,,,,129636,63670,223935063,215399829,,,,,1.31,1.97,5.14,5.12
99999,"Not in a 2010 urban area",10756,"Brookville, IN",2278,1178,2318855,2262341,,,,,2278,1178,2318855,2262341,,,,,100.00,100.00,100.00,100.00
99999,"Not in a 2010 urban area",10783,"Brookville, OH",33,17,1360780,1360780,,,,,6124,2799,9338254,9338254,,,,,0.54,0.61,14.57,14.57
99999,"Not in a 2010 urban area",10810,"Brookville, PA",12,10,167755,122211,,,,,4537,2146,9941378,9710564,,,,,0.26,0.47,1.69,1.26
99999,"Not in a 2010 urban area",10837,"Brownfield, TX",216,105,4741241,4691029,,,,,9638,3552,15258569,15193674,,,,,2.24,2.96,31.07,30.87
99999,"Not in a 2010 urban area",10864,"Browning, MT",39,12,241314,241314,,,,,4433,1415,4974063,4901130,,,,,0.88,0.85,4.85,4.92
99999,"Not in a 2010 urban area",10891,"Browns Mills, NJ",1371,518,19977499,19778426,,,,,36933,12151,81279555,80278024,,,,,3.71,4.26,24.58,24.64
99999,"Not in a 2010 urban area",10918,"Brownstown, IN",11,6,915065,911499,,,,,3015,1234,4244963,4236505,,,,,0.36,0.49,21.56,21.52
99999,"Not in a 2010 urban area",10945,"Brownsville, TN",79,37,1027047,1027047,,,,,9453,4141,13337940,13337940,,,,,0.84,0.89,7.70,7.70
99999,"Not in a 2010 urban area",10972,"Brownsville, TX",568,168,7209426,7000078,,,,,184541,57399,150722641,145112808,,,,,0.31,0.29,4.78,4.82
99999,"Not in a 2010 urban area",10999,"Brownwood, TX",155,69,2004913,2004913,,,,,21653,9469,37750284,37750284,,,,,0.72,0.73,5.31,5.31
99999,"Not in a 2010 urban area",11026,"Brunswick, GA",827,475,16344303,15991865,,,,,53442,27430,111492495,109503405,,,,,1.55,1.73,14.66,14.60
99999,"Not in a 2010 urban area",11053,"Brunswick, MD--VA",70,30,1676347,1666624,,,,,7076,2858,13104978,13079433,,,,,0.99,1.05,12.79,12.74
99999,"Not in a 2010 urban area",11080,"Brush, CO",59,29,3523079,3523079,,,,,5584,2444,8550358,8550358,,,,,1.06,1.19,41.20,41.20
99999,"Not in a 2010 urban area",11107,"Bryan, OH",26,10,181966,181966,,,,,8901,4260,10751073,10733376,,,,,0.29,0.23,1.69,1.70
99999,"Not in a 2010 urban area",11134,"Buckeye, AZ",294,150,2023905,2023905,,,,,11261,4527,13775323,13775323,,,,,2.61,3.31,14.69,14.69
99999,"Not in a 2010 urban area",11161,"Buckhannon, WV",266,126,2225722,2225722,,,,,8583,3659,13999558,13999558,,,,,3.10,3.44,15.90,15.90
99999,"Not in a 2010 urban area",11188,"Buckner, MO",61,26,46027,46027,,,,,3095,1251,6181215,6174121,,,,,1.97,2.08,0.74,0.75
99999,"Not in a 2010 urban area",11215,"Bucyrus, OH",101,48,3083631,3057502,,,,,12166,5908,16745165,16717789,,,,,0.83,0.81,18.42,18.29
99999,"Not in a 2010 urban area",11242,"Buena Vista, CO",47,23,147901,147901,,,,,2571,1358,4718970,4634781,,,,,1.83,1.69,3.13,3.19
99999,"Not in a 2010 urban area",11269,"Buena Vista, VA",98,42,5072889,4906802,,,,,6393,2822,13344687,13176750,,,,,1.53,1.49,38.01,37.24
99999,"Not in a 2010 urban area",11296,"Buffalo, MN",1,1,12464,12464,,,,,14576,5786,21448535,18508076,,,,,0.01,0.02,0.06,0.07
99999,"Not in a 2010 urban area",11323,"Buffalo, MO",6,4,60876,60876,,,,,2829,1392,3675466,3675466,,,,,0.21,0.29,1.66,1.66
99999,"Not in a 2010 urban area",11350,"Buffalo, NY",8146,3479,57375609,57166220,,,,,935510,436272,951908550,948807753,,,,,0.87,0.80,6.03,6.03
99999,"Not in a 2010 urban area",11377,"Buffalo, WY",398,174,601194,601194,,,,,3980,1921,3844572,3844572,,,,,10.00,9.06,15.64,15.64
99999,"Not in a 2010 urban area",11404,"Buhl, ID",193,77,2219069,2219069,,,,,4111,1769,5852998,5852998,,,,,4.69,4.35,37.91,37.91
99999,"Not in a 2010 urban area",11431,"Bullhead City, AZ",679,480,11417121,11417121,,,,,41685,22885,62598026,62598026,,,,,1.63,2.10,18.24,18.24
99999,"Not in a 2010 urban area",11458,"Bulverde, TX",1872,718,5625949,5623300,,,,,2851,1105,9194787,9191097,,,,,65.66,64.98,61.19,61.18
