"msa_id","msa_name","pop_estimate_msa","year","median_household_income_msa","percent_commuting_msa","percent_unemployed_msa","percent_no_insurance_msa","percent_below_poverty_level","gdp_msa","intptlat","intptlon","ua_census_id","ua_sq_miles_2010","ua_fta_name","transit_modes","total_transit_expenses","total_fares","directional_route_miles","vehicle_hours","vehicle_miles","passenger_miles","passenger_trips","total_stations_2017","total_funding","federal_funding","state_funding","local_funding","other_funding","per_capita_gdp","pmt_per_vrm","pmt_per_vrh","per_capita_vrm","per_capita_vrh","per_capita_pmt","per_capita_upt"
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5271550,2007,57189,3.3,5.1,NA,NA,279937700000,33.6952909,-84.4389425,"03817",2645,"Atlanta, GA","Other",21241356,2201308,0,440378,10250721,38757005,1496328,NA,711348059,100738079,10341427,446073989,154194564,53103.4894860146,3.78090526510282,88.0084949747717,1.94453642666768,0.0835386176741186,7.35210801377204,0.283849721618879
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5271550,2007,57189,3.3,5.1,NA,NA,279937700000,33.6952909,-84.4389425,"03817",2645,"Atlanta, GA","Rail",171626175,50462915,96.1,833235,21993495,541418734,77685887,190,711348059,100738079,10341427,446073989,154194564,53103.4894860146,24.6172213193037,649.779154740259,4.17211161802506,0.158062619153759,102.705795069761,14.7368206694426
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5271550,2007,57189,3.3,5.1,NA,NA,279937700000,33.6952909,-84.4389425,"03817",2645,"Atlanta, GA","Bus",218956588,60209427,2971.8,2312730,30650518,314987650,77459769,101,711348059,100738079,10341427,446073989,154194564,53103.4894860146,10.2767480145034,136.197329562898,5.81432747484137,0.43871916229572,59.7523783327484,14.6939266439662
12420,"Austin-Round Rock, TX Metro Area",1593400,2007,56746,3,3.8,NA,NA,81395800000,NA,NA,"04384",523,"Austin, TX","Bus",107292793,11015534,1680,1086772,13755187,125599690,33040661,88,183163716,15863992,995290,140492532,25811902,51083.0927576252,9.131078334304,115.571334189692,8.63260135559182,0.682045939500439,78.8249592067278,20.7359489142714
12420,"Austin-Round Rock, TX Metro Area",1593400,2007,56746,3,3.8,NA,NA,81395800000,NA,NA,"04384",523,"Austin, TX","Rail",0,0,0,0,0,0,0,99,183163716,15863992,995290,140492532,25811902,51083.0927576252,NA,NA,0,0,0,0
12420,"Austin-Round Rock, TX Metro Area",1593400,2007,56746,3,3.8,NA,NA,81395800000,NA,NA,"04384",523,"Austin, TX","Other",27100657,682241,0,337978,5890303,10991754,998977,NA,183163716,15863992,995290,140492532,25811902,51083.0927576252,1.8660761594098,32.5220990715372,3.69668821388226,0.212111208736036,6.89830174469687,0.626946780469436
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"92242",1322,"Washington, DC-VA-MD","Other",64405697,3334725,0,1380063,16688138,17874314,1725967,NA,2245893048,270534265,331974678,849969183,793414922,53176.2451762632,1.0710789903583,12.9518101709849,6.25479300284552,0.517254135595355,6.69937737438794,0.646900589792718
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"92242",1322,"Washington, DC-VA-MD","Rail",742527833,424523346,373.3,2692728,68800595,1693546306,279827667,493,2245893048,270534265,331974678,849969183,793414922,53176.2451762632,24.6152857544328,628.933299612883,25.7867882083435,1.00924718221806,634.749160437412,104.880732263491
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"92242",1322,"Washington, DC-VA-MD","Bus",664405542,138400870,6125.4,5476105,66460650,662784732,182753015,126,2245893048,270534265,331974678,849969183,793414922,53176.2451762632,9.97258877245408,121.032144562604,24.909765762038,2.05247003811014,248.414850362961,68.4966938475055
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"04843",717,"Baltimore, MD","Bus",252086684,73017321,2299.5,1898394,25077663,353413793,80946817,12,579747335,96223780,342991918,11129406,129402231,53176.2451762632,14.0927722411773,186.164617566216,9.39922662792685,0.711527044409862,132.461160110582,30.3392496259449
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"04843",717,"Baltimore, MD","Rail",167196932,49904006,487.4,454226,12530937,335486624,27404650,801,579747335,96223780,342991918,11129406,129402231,53176.2451762632,26.7726686360326,738.589653608556,4.6966544180482,0.170246051807009,125.741972432363,10.2713923545833
12580,"Baltimore-Towson, MD Metro Area",2668056,2007,63699,6.2,3.8,NA,NA,141877200000,39.304361,-76.5495009,"04843",717,"Baltimore, MD","Other",51138790,1488719,0,826455,11128038,9823662,1316707,10,579747335,96223780,342991918,11129406,129402231,53176.2451762632,0.882784728089534,11.8865056173657,4.17084124171307,0.309759240435733,3.68195495147028,0.493508007328182
13820,"Birmingham-Hoover, AL Metro Area",1106765,2007,47196,0.6,4.2,NA,NA,52588700000,33.4623718,-86.8143378,"07786",530,"Birmingham, AL","Other",3695941,136883,0,71549,1070813,912751,129422,NA,24228227,10123283,0,11483541,2621403,47515.6876120947,0.852390660180629,12.7570056884093,0.967516139379182,0.0646469666098946,0.824701720780834,0.116937199857242
13820,"Birmingham-Hoover, AL Metro Area",1106765,2007,47196,0.6,4.2,NA,NA,52588700000,33.4623718,-86.8143378,"07786",530,"Birmingham, AL","Bus",19322604,2245640,789.2,231342,2867445,16152454,3124269,4,24228227,10123283,0,11483541,2621403,47515.6876120947,5.63304753883684,69.820672424376,2.59083454933974,0.2090254028633,14.5942941816917,2.8228838100229
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Boston, MA-NH-RI","Rail",609102705,313523894,829.4,2751384,49547438,1481154881,252648173,2660,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,29.8936724235873,538.330847675206,11.0526474522832,0.613756807321759,330.404222351951,56.3587401962632
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Boston, MA-NH-RI","Other",67880560,10376452,38.4,1196643,15333080,35430240,3352655,90,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,2.31070600296874,29.6080284596158,3.42038124347933,0.266937580208336,7.90349547174938,0.74788354837105
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Boston, MA-NH-RI","Bus",343919004,77591428,3525.8,2875692,31481760,247930155,108192122,700,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,7.8753587791788,86.2158238782178,7.02270003259082,0.641486444916713,55.3062823552034,24.1346360144881
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Houston, TX","Other",67880560,10376452,38.4,1196643,15333080,35430240,3352655,90,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,2.31070600296874,29.6080284596158,3.42038124347933,0.266937580208336,7.90349547174938,0.74788354837105
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Houston, TX","Bus",343919004,77591428,3525.8,2875692,31481760,247930155,108192122,700,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,7.8753587791788,86.2158238782178,7.02270003259082,0.641486444916713,55.3062823552034,24.1346360144881
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Boston, MA","Rail",609102705,313523894,829.4,2751384,49547438,1481154881,252648173,2660,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,29.8936724235873,538.330847675206,11.0526474522832,0.613756807321759,330.404222351951,56.3587401962632
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"09271",1873,"Boston, MA","Bus",343919004,77591428,3525.8,2875692,31481760,247930155,108192122,700,1831697637,173878138,681464157,504499715,471855627,69195.4260419192,7.8753587791788,86.2158238782178,7.02270003259082,0.641486444916713,55.3062823552034,24.1346360144881
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"72505",545,"Providence, RI-MA","Rail",0,0,0,0,0,0,0,NA,104787270,24155767,42794828,11368187,26468488,69195.4260419192,NA,NA,0,0,0,0
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"72505",545,"Providence, RI-MA","Other",18738140,820548,0,395592,5112637,8471841,877138,2,104787270,24155767,42794828,11368187,26468488,69195.4260419192,1.65703941038646,21.4156024388764,1.1404863014814,0.0882455095043183,1.88983074856057,0.195664952060706
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"72505",545,"Providence, RI-MA","Bus",79577922,24238797,2016.3,693520,9582211,98184018,21338828,11,104787270,24155767,42794828,11368187,26468488,69195.4260419192,10.2464888322747,141.573448494636,2.13752323574007,0.154704912514497,21.9021079637383,4.76009562651675
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"97291",304,"Worcester, MA-CT","Other",5240435,357731,0,114620,1608331,1856453,279616,NA,20766250,5598682,8557584,3688504,2921480,69195.4260419192,1.1542729699297,16.1965887279707,0.358773657067357,0.0255685157924957,0.414122734675677,0.0623745080425273
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"97291",304,"Worcester, MA-CT","Bus",13352596,2229221,371.3,135587,1557080,7511715,3041180,5,20766250,5598682,8557584,3688504,2921480,69195.4260419192,4.82423189559946,55.4014396660447,0.347340992585755,0.0302456669931698,1.67565349508137,0.678402188604276
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"05167",277,"Barnstable Town, MA","Bus",4357614,2223880,465.1,80649,956124,4440069,419249,10,12864655,2118172,5946144,1196682,3603657,69195.4260419192,4.64382130351293,55.0542350184131,0.213284519225128,0.0179905359461611,0.990455194087164,0.0935227244589778
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"05167",277,"Barnstable Town, MA","Other",6262482,1313469,0,131032,2493325,2478349,359181,10,12864655,2118172,5946144,1196682,3603657,69195.4260419192,0.99399356281271,18.914074424568,0.556191062976133,0.0292295739078895,0.552850336292235,0.0801232339108743
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"61165",182,"Nashua, NH-MA","Other",985656,41654,0,14745,183379,284213,39474,NA,4448204,3563375,120438,459283,305108,69195.4260419192,1.54986666957503,19.2752119362496,0.0409067253316356,0.00328919704554484,0.0633999701529627,0.0088055452136885
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"61165",182,"Nashua, NH-MA","Bus",1046557,206712,50,21201,270661,1718278,350669,4,4448204,3563375,120438,459283,305108,69195.4260419192,6.34845064490266,81.0470260836753,0.06037689803623,0.00472935005510994,0.383299757275327,0.0782244448127612
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"61786",55,"New Bedford, MA","Other",2386572,341719,0,44689,452748,595661,93072,NA,12531281,3947594,4463673,1849602,2270412,69195.4260419192,1.31565683338193,13.3290295150932,0.100995414308331,0.00996886583712128,0.132875306974994,0.0207617597438419
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"61786",55,"New Bedford, MA","Bus",9546290,1366874,348.9,95567,1221469,4259596,1577628,4,12531281,3947594,4463673,1849602,2270412,69195.4260419192,3.48727311131105,44.5718291878996,0.272475566363147,0.0213183244524641,0.950196716067454,0.351924676606905
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"49096",65,"Leominster-Fitchburg, MA","Other",4884105,503267,0,120729,1318821,3332642,378586,NA,13300497,4115586,4695518,1614020,2875373,69195.4260419192,2.52698584569096,27.6043204201145,0.294192074384706,0.026931262808517,0.743419207884615,0.0844519466045872
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4482857,2007,68142,12,3.9,NA,NA,310193200000,42.517606,-71.0219925,"49096",65,"Leominster-Fitchburg, MA","Bus",4789337,657436,198,68322,826309,3810354,637173,3,13300497,4115586,4695518,1614020,2875373,69195.4260419192,4.61129432209984,55.7705277948538,0.184326423974711,0.0152407270631207,0.849983392287552,0.142135472980735
15380,"Buffalo-Niagara Falls, NY Metro Area",1128183,2007,44843,3.3,4.1,NA,NA,45002700000,43.0443711,-78.7773351,"11350",380,"Buffalo, NY","Other",4704774,207213,0,56779,959066,877815,87888,NA,136622355,24996616,45345537,39698159,26582043,39889.5391970983,0.915281117253661,15.4602053576146,0.850097900783827,0.0503278280208087,0.778078556404413,0.0779022552192331
15380,"Buffalo-Niagara Falls, NY Metro Area",1128183,2007,44843,3.3,4.1,NA,NA,45002700000,43.0443711,-78.7773351,"11350",380,"Buffalo, NY","Rail",23303848,4410265,12.4,73517,790879,14323752,5850313,42,136622355,24996616,45345537,39698159,26582043,39889.5391970983,18.1111800920242,194.835915502537,0.701020135917666,0.0651640735589882,12.6963019297401,5.18560641314397
15380,"Buffalo-Niagara Falls, NY Metro Area",1128183,2007,44843,3.3,4.1,NA,NA,45002700000,43.0443711,-78.7773351,"11350",380,"Buffalo, NY","Bus",85505809,20786828,1379.3,759142,9170270,69062881,18207585,27,136622355,24996616,45345537,39698159,26582043,39889.5391970983,7.53117203746455,90.9749177360757,8.12835329020203,0.672889061437728,61.2160270098025,16.1388577916881
15380,"Buffalo-Niagara Falls, NY Metro Area",1128183,2007,44843,3.3,4.1,NA,NA,45002700000,43.0443711,-78.7773351,"11350",380,"Honolulu, HI","Other",4704774,207213,0,56779,959066,877815,87888,NA,136622355,24996616,45345537,39698159,26582043,39889.5391970983,0.915281117253661,15.4602053576146,0.850097900783827,0.0503278280208087,0.778078556404413,0.0779022552192331
16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",1650667,2007,53211,1.8,5.1,NA,NA,117393600000,NA,NA,"15670",741,"Charlotte, NC-SC","Bus",74986805,12087939,1886.8,775432,11040484,89264788,19851092,63,282038541,86955591,45232556,136094946,13755448,71118.8870923088,8.08522416227405,115.116203612954,6.68849864933388,0.469768887364926,54.0780108889316,12.0261033872974
16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",1650667,2007,53211,1.8,5.1,NA,NA,117393600000,NA,NA,"15670",741,"Charlotte, NC-SC","Rail",0,0,0,0,0,0,0,144,282038541,86955591,45232556,136094946,13755448,71118.8870923088,NA,NA,0,0,0,0
16740,"Charlotte-Gastonia-Concord, NC-SC Metro Area",1650667,2007,53211,1.8,5.1,NA,NA,117393600000,NA,NA,"15670",741,"Charlotte, NC-SC","Other",8259201,1195789,0,197800,4347830,16655281,547214,NA,282038541,86955591,45232556,136094946,13755448,71118.8870923088,3.83071118235994,84.2026339737108,2.63398371688536,0.11983034736867,10.0900308784267,0.331510837740138
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL-IN","Other",110988032,12334177,0,2343750,36566646,77454429,5871915,7,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,2.11817154354271,33.04722304,3.83987300479193,0.24611779693935,8.13350972956813,0.616611321009119
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL-IN","Bus",1021314344,293989528,6001.9,8474445,90370069,993084264,344470090,1118,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,10.9890838303996,117.185758359397,9.48978444438914,0.889903673038374,104.284036791815,36.1728937225812
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL--Northwestern IN","Other",110988032,12334177,0,2343750,36566646,77454429,5871915,7,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,2.11817154354271,33.04722304,3.83987300479193,0.24611779693935,8.13350972956813,0.616611321009119
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL-IN","Rail",1063087844,439902573,1368,5163357,112336149,2954541382,269069502,695,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,26.3008960900022,572.213267841058,11.796448216973,0.542205461184585,310.257158785699,28.2550583704781
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL--Northwestern IN","Rail",1063087844,439902573,1368,5163357,112336149,2954541382,269069502,695,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,26.3008960900022,572.213267841058,11.796448216973,0.542205461184585,310.257158785699,28.2550583704781
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"16264",2443,"Chicago, IL--Northwestern IN","Bus",1021314344,293989528,6001.9,8474445,90370069,993084264,344470090,1118,2852863377,545613523,374333039,1096624234,836292581,56155.7591984525,10.9890838303996,117.185758359397,9.48978444438914,0.889903673038374,104.284036791815,36.1728937225812
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"73153",49,"Racine, WI","Bus",6510559,1073195,139,85292,1085680,5159096,1458662,10,7341511,2535683,1753242,1662179,1390407,56155.7591984525,4.75194900891607,60.4874548609483,0.114007539106608,0.00895653509826178,0.541758012466608,0.153174475912169
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"73153",49,"Racine, WI","Other",466349,44121,0,8417,96260,96260,17827,NA,7341511,2535683,1753242,1662179,1390407,56155.7591984525,1,11.4363787572769,0.0101082876302429,0.000883871358651097,0.0101082876302429,0.00187201790550946
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"44506",51,"Kenosha, WI-IL","Other",185652,28023,0,8232,128395,95964,16992,NA,7281057,2411653,1690109,2482995,696300,56155.7591984525,0.747412282409751,11.6574344023324,0.0134827923362252,0.000864444460546018,0.0100772045932748,0.00178433433838653
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"44506",51,"Kenosha, WI-IL","Rail",319401,15661,1.9,2808,19837,70309,62643,0,7281057,2411653,1690109,2482995,696300,56155.7591984525,3.54433634118062,25.0388176638177,0.00208308852816464,0.000294868810157096,0.0073831663722704,0.00657815771889993
16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",9522879,2007,59255,11.5,4.8,NA,NA,534764500000,NA,NA,"44506",51,"Kenosha, WI-IL","Bus",6034375,542162,152.9,71092,1053502,6143491,1660403,4,7281057,2411653,1690109,2482995,696300,56155.7591984525,5.83149438729115,86.4160665053733,0.110628518959445,0.0074653894058719,0.645129587386336,0.174359350780368
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"16885",788,"Cincinnati, OH-KY-IN","Other",13013242,741602,0,219898,3815101,4606215,455876,NA,116284149,18051124,2718897,60292869,35221259,47454.2172241417,1.20736384174364,20.947052724445,1.78704638796663,0.103003282644702,2.15761519234949,0.213538661010725
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"16885",788,"Cincinnati, OH-KY-IN","Bus",92533051,28756538,1718.5,1018678,13766781,143364636,29521507,11,116284149,18051124,2718897,60292869,35221259,47454.2172241417,10.4138095899107,140.735969560548,6.44855175786373,0.477162948084749,67.1539901370766,13.8282846120409
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"16885",788,"Cincinnati, OH-KY-IN","Rail",0,0,0,0,0,0,0,54,116284149,18051124,2718897,60292869,35221259,47454.2172241417,NA,NA,0,0,0,0
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"22528",351,"Albany--Schenectady--Troy, NY","Bus",42435648,7749598,956.4,481388,6964166,40981983,10535974,45,68011953,18897977,1643609,33527421,13942946,47454.2172241417,5.8846935871431,85.1329551214405,3.2621122469628,0.225488836759625,19.196531020243,4.93519680878969
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"22528",351,"Dayton, OH","Other",17880335,3119730,0,255836,4060884,4070804,493009,NA,68011953,18897977,1643609,33527421,13942946,47454.2172241417,1.00244281786921,15.9117716036836,1.90217456474979,0.119837141850722,1.90682123076692,0.2309322748428
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2134864,2007,52023,2.7,3.9,NA,NA,101308300000,39.0785901,-84.463527,"22528",351,"Dayton, OH","Bus",42435648,7749598,956.4,481388,6964166,40981983,10535974,45,68011953,18897977,1643609,33527421,13942946,47454.2172241417,5.8846935871431,85.1329551214405,3.2621122469628,0.225488836759625,19.196531020243,4.93519680878969
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2096471,2007,48227,4.2,5.2,NA,NA,109142800000,41.760392,-81.7242168,"17668",772,"Cleveland, OH","Other",28053244,855215,0,422390,6594834,7062593,870571,NA,339981667,79906649,12968490,200008925,47097603,52060.2479118481,1.07092809311046,16.7205497289235,3.14568338889496,0.201476671988308,3.36880071319851,0.415255445937483
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2096471,2007,48227,4.2,5.2,NA,NA,109142800000,41.760392,-81.7242168,"17668",772,"Cleveland, OH","Rail",37272932,7562901,68.5,135225,2918386,72601852,10510387,364,339981667,79906649,12968490,200008925,47097603,52060.2479118481,24.8773986717316,536.896668515437,1.39204692075397,0.064501249957667,34.6305062173529,5.01337104114486
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2096471,2007,48227,4.2,5.2,NA,NA,109142800000,41.760392,-81.7242168,"17668",772,"Cleveland, OH","Bus",176672374,36096740,2411,1704520,21161181,186634153,49840292,104,339981667,79906649,12968490,200008925,47097603,52060.2479118481,8.81964730607427,109.493671532162,10.0937151050503,0.813042489020836,89.0230072345384,23.773423052358
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2096471,2007,48227,4.2,5.2,NA,NA,109142800000,41.760392,-81.7242168,"00766",325,"Akron, OH","Bus",27100521,3445013,664.2,288221,3379825,23622893,6513680,14,42350081,9750641,1668035,23554189,7377216,52060.2479118481,6.98938347399644,81.9610403128155,1.6121496553017,0.137479125635413,11.2679321583747,3.10697357607141
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2096471,2007,48227,4.2,5.2,NA,NA,109142800000,41.760392,-81.7242168,"00766",325,"Akron, OH","Other",8896767,496131,0,165423,2240801,2635096,351521,NA,42350081,9750641,1668035,23554189,7377216,52060.2479118481,1.17596163157728,15.9294414924164,1.06884426257268,0.0789054558827668,1.25691984291698,0.167672722398736
18140,"Columbus, OH Metro Area",1754337,2007,51707,1.6,4,NA,NA,93507200000,40.0399483,-82.9364453,"19234",510,"Columbus, OH","Other",6726834,377034,0,116211,2248932,1802332,182181,NA,82327781,19433456,3547951,44111862,15234512,53300.5916195121,0.801416850309391,15.5091342471883,1.28192701858309,0.0662421188175362,1.02735791355937,0.103846068343767
18140,"Columbus, OH Metro Area",1754337,2007,51707,1.6,4,NA,NA,93507200000,40.0399483,-82.9364453,"19234",510,"Columbus, OH","Bus",62845738,12694406,896,577336,7292170,56130167,14787666,10,82327781,19433456,3547951,44111862,15234512,53300.5916195121,7.69732013927267,97.2227039367024,4.15665291218278,0.329090704921574,31.9950881729109,8.42920487910818
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"22042",1779,"Dallas-Fort Worth-Arlington, TX","Rail",109471823,11527777,157.2,291170,6361779,172147867,20368027,800,891698907,167937410,2524186,663523659,57713652,57397.1407549106,27.0597056263665,591.228035168458,1.03536339637031,0.0473871789826623,28.0166287220955,3.31484473322354
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"22042",1779,"Dallas-Fort Worth-Arlington, TX","Other",49318506,5057248,0,785748,16174499,54724514,2239675,NA,891698907,167937410,2524186,663523659,57713652,57397.1407549106,3.38338232300116,69.6463929911371,2.63235868759794,0.12787849404564,8.90627585141742,0.364501425586408
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"22042",1779,"Dallas-Fort Worth-Arlington, TX","Bus",240687530,30850839,1799.3,2353065,31860055,276968992,59502819,210,891698907,167937410,2524186,663523659,57713652,57397.1407549106,8.69329924257821,117.705627341361,5.18514314209042,0.382955360486446,45.0760009497942,9.68393287057719
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"23500",145,"Denton-Lewisville, TX","Rail",0,0,0,0,0,0,0,30,12626104,5799305,0,4409387,2417412,57397.1407549106,NA,NA,0,0,0,0
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"23500",145,"Denton-Lewisville, TX","Other",1759173,81173,0,22043,250796,228566,36752,NA,12626104,5799305,0,4409387,2417412,57397.1407549106,0.911362222682977,10.3690967654131,0.0408164128864093,0.00358744234060798,0.0371985367701041,0.00598129478301613
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"23500",145,"Denton-Lewisville, TX","Bus",8101475,2336239,314.2,82181,1196500,5390395,1743621,0,12626104,5799305,0,4409387,2417412,57397.1407549106,4.5051358127873,65.5917426169066,0.194727340223084,0.0133747493078757,0.877273114167834,0.283769895267125
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6144489,2007,54730,1.6,3.9,NA,NA,352676100000,32.8661865,-96.9321178,"23500",145,"Lansing, MI","Other",1759173,81173,0,22043,250796,228566,36752,NA,12626104,5799305,0,4409387,2417412,57397.1407549106,0.911362222682977,10.3690967654131,0.0408164128864093,0.00358744234060798,0.0371985367701041,0.00598129478301613
